Source,Indicator,Country,Administrative level,Year,Value ,Category,valuetype
Household Survey Indicators,Net attendance rate in tertiary education,Costa Rica,National,2021,0.543085877,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Costa Rica,National,2021,0.165598645,Total,pct
Household Survey Indicators,Completion rate in primary education,Costa Rica,National,2022,0.98127413,Total,pct
Household Survey Indicators,Completion rate in secondary education,Costa Rica,National,2022,0.779626465,Total,pct
Household Survey Indicators,Early school dropout rate,Costa Rica,National,2022,0.178008757,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Costa Rica,National,2022,0.994859828,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Costa Rica,National,2022,0.813230768,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Costa Rica,National,2022,0.510037275,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Costa Rica,National,2022,0.171545768,Total,pct
Household Survey Indicators,Completion rate in primary education,Costa Rica,National,2023,0.984443237,Total,pct
Household Survey Indicators,Completion rate in secondary education,Costa Rica,National,2023,0.784075154,Total,pct
Household Survey Indicators,Early school dropout rate,Costa Rica,National,2023,0.169996877,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Costa Rica,National,2023,0.993865502,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Costa Rica,National,2023,0.819816621,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Costa Rica,National,2023,0.500798939,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Costa Rica,National,2023,0.15778102,Total,pct
Household Survey Indicators,Completion rate in primary education,Costa Rica,National,2024,0.992455,Total,pct
Household Survey Indicators,Completion rate in secondary education,Costa Rica,National,2024,0.811130796,Total,pct
Household Survey Indicators,Early school dropout rate,Costa Rica,National,2024,0.169279826,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Costa Rica,National,2024,0.993405681,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Costa Rica,National,2024,0.825640126,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Costa Rica,National,2024,0.502565715,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Costa Rica,National,2024,0.151660806,Total,pct
Household Survey Indicators,Completion rate in primary education,Dominican Republic,National,2006,0.819945394,Total,pct
Household Survey Indicators,Completion rate in secondary education,Dominican Republic,National,2006,0.483140076,Total,pct
Household Survey Indicators,Early school dropout rate,Dominican Republic,National,2006,0.342709952,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Dominican Republic,National,2006,0.974355055,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Dominican Republic,National,2006,0.701516604,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Dominican Republic,National,2006,0.448062325,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Dominican Republic,National,2006,0.204858607,Total,pct
Household Survey Indicators,Completion rate in primary education,Dominican Republic,National,2007,0.84303263,Total,pct
Household Survey Indicators,Completion rate in secondary education,Dominican Republic,National,2007,0.496276112,Total,pct
Household Survey Indicators,Early school dropout rate,Dominican Republic,National,2007,0.328714627,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Dominican Republic,National,2007,0.972062982,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Dominican Republic,National,2007,0.723116093,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Dominican Republic,National,2007,0.452192305,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Dominican Republic,National,2007,0.198606318,Total,pct
Household Survey Indicators,Completion rate in primary education,Dominican Republic,National,2008,0.841235155,Total,pct
Household Survey Indicators,Completion rate in secondary education,Dominican Republic,National,2008,0.515372421,Total,pct
Household Survey Indicators,Early school dropout rate,Dominican Republic,National,2008,0.334802734,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Dominican Republic,National,2008,0.969356329,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Dominican Republic,National,2008,0.722796932,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Dominican Republic,National,2008,0.441365435,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Dominican Republic,National,2008,0.205301483,Total,pct
Household Survey Indicators,Completion rate in primary education,Dominican Republic,National,2009,0.846731236,Total,pct
Household Survey Indicators,Completion rate in secondary education,Dominican Republic,National,2009,0.519000594,Total,pct
Household Survey Indicators,Early school dropout rate,Dominican Republic,National,2009,0.336291675,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Dominican Republic,National,2009,0.977705241,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Dominican Republic,National,2009,0.73175263,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Dominican Republic,National,2009,0.425864842,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Dominican Republic,National,2009,0.228154511,Total,pct
Household Survey Indicators,Completion rate in primary education,Dominican Republic,National,2010,0.848904177,Total,pct
Household Survey Indicators,Completion rate in secondary education,Dominican Republic,National,2010,0.548848325,Total,pct
Household Survey Indicators,Early school dropout rate,Dominican Republic,National,2010,0.300316246,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Dominican Republic,National,2010,0.968131209,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Dominican Republic,National,2010,0.739521613,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Dominican Republic,National,2010,0.454358596,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Dominican Republic,National,2010,0.211735218,Total,pct
Household Survey Indicators,Completion rate in primary education,Dominican Republic,National,2011,0.872898974,Total,pct
Household Survey Indicators,Completion rate in secondary education,Dominican Republic,National,2011,0.56648546,Total,pct
Household Survey Indicators,Early school dropout rate,Dominican Republic,National,2011,0.296840064,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Dominican Republic,National,2011,0.975404548,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Dominican Republic,National,2011,0.749912734,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Dominican Republic,National,2011,0.452206983,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Dominican Republic,National,2011,0.200772281,Total,pct
Household Survey Indicators,Completion rate in primary education,Dominican Republic,National,2012,0.87000323,Total,pct
Household Survey Indicators,Completion rate in secondary education,Dominican Republic,National,2012,0.545931145,Total,pct
Household Survey Indicators,Early school dropout rate,Dominican Republic,National,2012,0.307396257,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Dominican Republic,National,2012,0.974252847,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Dominican Republic,National,2012,0.747607582,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Dominican Republic,National,2012,0.40432464,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Dominican Republic,National,2012,0.22124792,Total,pct
Household Survey Indicators,Completion rate in primary education,Dominican Republic,National,2013,0.882566705,Total,pct
Household Survey Indicators,Completion rate in secondary education,Dominican Republic,National,2013,0.561231863,Total,pct
Household Survey Indicators,Early school dropout rate,Dominican Republic,National,2013,0.292515239,Total,pct
