ref_area.label,source.label,indicator.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (CIUO-88): 2. Profesionales científicos e intelectuales,2017,27.702,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (CIUO-88): 3. Técnicos y profesionales de nivel medio,2017,17.814,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (CIUO-88): 4. Empleados de oficina,2017,7.792,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2016,14.161,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2016,24.126,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2016,17.318,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2016,4.02,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (CIUO-88): 1. Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas,2016,25.631,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (CIUO-88): 2. Profesionales científicos e intelectuales,2016,23.45,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (CIUO-88): 3. Técnicos y profesionales de nivel medio,2016,19.531,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (CIUO-88): 4. Empleados de oficina,2016,20.297,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2015,16.49,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2015,26.09,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2015,18.991,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2015,6.808,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (CIUO-88): 1. Miembros del poder ejecutivo y de los cuerpos legislativos y personal directivo de la administración pública y de empresas,2015,32.873,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (CIUO-88): 2. Profesionales científicos e intelectuales,2015,27.407,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (CIUO-88): 3. Técnicos y profesionales de nivel medio,2015,16.882,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Chile,EIGH - Encuesta Suplementaria de Ingresos,Brecha salarial de género según ocupación (%),Ocupación (CIUO-88): 4. Empleados de oficina,2015,9.04,,,Moneda: CHL - Peso chileno (CLP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2025,-4.613,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2025,0.905,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2025,4.709,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2025,-2.34,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 1. Directores y gerentes,2025,-5.269,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 2. Profesionales científicos e intelectuales,2025,7.385,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 3. Técnicos y profesionales de nivel medio,2025,2.402,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2024,-4.505,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2024,2.488,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2024,3.19,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2024,-2.266,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 1. Directores y gerentes,2024,-6.57,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 2. Profesionales científicos e intelectuales,2024,8.957,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 3. Técnicos y profesionales de nivel medio,2024,6.114,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2023,-2.929,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2023,3.955,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2023,5.387,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2023,-0.521,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 1. Directores y gerentes,2023,1.315,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 2. Profesionales científicos e intelectuales,2023,9.104,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 3. Técnicos y profesionales de nivel medio,2023,4.15,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2022,-2.459,Ruptura de serie,,Moneda: COL - Peso colombiano (COP) | Ruptura en la serie: Metodología revisada,Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2022,6.266,Ruptura de serie,,Moneda: COL - Peso colombiano (COP) | Ruptura en la serie: Metodología revisada,Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2022,4.456,Ruptura de serie,,Moneda: COL - Peso colombiano (COP) | Ruptura en la serie: Metodología revisada,Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2022,0.881,Ruptura de serie,,Moneda: COL - Peso colombiano (COP) | Ruptura en la serie: Metodología revisada,Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 1. Directores y gerentes,2022,-2.806,Ruptura de serie,,Moneda: COL - Peso colombiano (COP) | Ruptura en la serie: Metodología revisada,Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 2. Profesionales científicos e intelectuales,2022,12.463,Ruptura de serie,,Moneda: COL - Peso colombiano (COP) | Ruptura en la serie: Metodología revisada,Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 3. Técnicos y profesionales de nivel medio,2022,7.576,Ruptura de serie,,Moneda: COL - Peso colombiano (COP) | Ruptura en la serie: Metodología revisada,Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2021,-9.502,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2021,-5.424,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2021,-5.368,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2021,-1.294,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 1. Directores y gerentes,2021,-21.986,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 2. Profesionales científicos e intelectuales,2021,9.194,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 3. Técnicos y profesionales de nivel medio,2021,-0.046,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2019,-7.244,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2019,-3.408,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2019,-3.564,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2019,0.507,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 1. Directores y gerentes,2019,-17.689,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 2. Profesionales científicos e intelectuales,2019,10.366,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 3. Técnicos y profesionales de nivel medio,2019,1.418,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2018,-6.584,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2018,-5.97,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2018,-1.368,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2018,0.34,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 1. Directores y gerentes,2018,-19.635,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 2. Profesionales científicos e intelectuales,2018,5.91,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 3. Técnicos y profesionales de nivel medio,2018,-0.232,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2017,-6.902,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2017,-5.264,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2017,-2.642,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2017,1.425,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 1. Directores y gerentes,2017,-24.393,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 2. Profesionales científicos e intelectuales,2017,11.159,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 3. Técnicos y profesionales de nivel medio,2017,1.032,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2016,-5.015,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2016,-4.3,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2016,-0.311,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2016,3.54,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 1. Directores y gerentes,2016,-20.113,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 2. Profesionales científicos e intelectuales,2016,10.1,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 3. Técnicos y profesionales de nivel medio,2016,1.31,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2015,-6.469,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2015,-5.636,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2015,-2.785,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2015,1.72,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 1. Directores y gerentes,2015,-17.997,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 2. Profesionales científicos e intelectuales,2015,9.011,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Colombia,EFT - Gran Encuesta Integrada de Hogares,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 3. Técnicos y profesionales de nivel medio,2015,-0.918,,,Moneda: COL - Peso colombiano (COP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
Curaçao,EFT - Encuesta de la Fuerza de Trabajo,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2018,7.95,,,Unidad de tiempo: Por hora | Tipo de valor: Valores reales | Concepto contable: Neto | Cobertura del ordenamiento del tiempo de trabajo: Trabajadores a tiempo completo y tiempo parcial | Moneda: CUW - Florín antillano neerlandés (ANG),Definición de empleo: Incluye trabajadores de subsistencia | Período de referencia de los datos: Cuarto trimestre
Curaçao,EFT - Encuesta de la Fuerza de Trabajo,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 1. Directores y gerentes,2018,5.31,,,Unidad de tiempo: Por hora | Tipo de valor: Valores reales | Concepto contable: Neto | Cobertura del ordenamiento del tiempo de trabajo: Trabajadores a tiempo completo y tiempo parcial | Moneda: CUW - Florín antillano neerlandés (ANG),Definición de empleo: Incluye trabajadores de subsistencia | Período de referencia de los datos: Cuarto trimestre
Curaçao,EFT - Encuesta de la Fuerza de Trabajo,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 2. Profesionales científicos e intelectuales,2018,17.92,,,Unidad de tiempo: Por hora | Tipo de valor: Valores reales | Concepto contable: Neto | Cobertura del ordenamiento del tiempo de trabajo: Trabajadores a tiempo completo y tiempo parcial | Moneda: CUW - Florín antillano neerlandés (ANG),Definición de empleo: Incluye trabajadores de subsistencia | Período de referencia de los datos: Cuarto trimestre
Curaçao,EFT - Encuesta de la Fuerza de Trabajo,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 3. Técnicos y profesionales de nivel medio,2018,25.56,,,Unidad de tiempo: Por hora | Tipo de valor: Valores reales | Concepto contable: Neto | Cobertura del ordenamiento del tiempo de trabajo: Trabajadores a tiempo completo y tiempo parcial | Moneda: CUW - Florín antillano neerlandés (ANG),Definición de empleo: Incluye trabajadores de subsistencia | Período de referencia de los datos: Cuarto trimestre
República Dominicana,EFT - Encuesta Nacional Continua de Fuerza de Trabajo,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Total,2025,2.546,,,Moneda: DOM - Peso dominicano (DOP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
República Dominicana,EFT - Encuesta Nacional Continua de Fuerza de Trabajo,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Niveles de competencia 3 y 4 ~ altos,2025,6.245,,,Moneda: DOM - Peso dominicano (DOP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
República Dominicana,EFT - Encuesta Nacional Continua de Fuerza de Trabajo,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 2 ~ medio,2025,16.336,,,Moneda: DOM - Peso dominicano (DOP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
República Dominicana,EFT - Encuesta Nacional Continua de Fuerza de Trabajo,Brecha salarial de género según ocupación (%),Ocupación (Nivel de competencia): Nivel de competencia 1 ~ bajo,2025,2.489,,,Moneda: DOM - Peso dominicano (DOP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
República Dominicana,EFT - Encuesta Nacional Continua de Fuerza de Trabajo,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 1. Directores y gerentes,2025,-17.09,,,Moneda: DOM - Peso dominicano (DOP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
República Dominicana,EFT - Encuesta Nacional Continua de Fuerza de Trabajo,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 2. Profesionales científicos e intelectuales,2025,16.815,,,Moneda: DOM - Peso dominicano (DOP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
República Dominicana,EFT - Encuesta Nacional Continua de Fuerza de Trabajo,Brecha salarial de género según ocupación (%),Ocupación (CIUO-08): 3. Técnicos y profesionales de nivel medio,2025,5.878,,,Moneda: DOM - Peso dominicano (DOP),Repositorio: OIT-STATISTICS - Procesamiento de microdatos
