indicator,Tipo de informe,Sexo,País__ESTANDAR,Años__ESTANDAR,value,unit,notes_ids,source_id
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Jamaica,2023,28.57,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Jamaica,2024,27.42,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Jamaica,2025,28.57,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2000,15.18,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2001,14.70,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2002,15.70,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2003,17.65,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2004,18.49,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2005,19.01,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2006,20.21,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2007,20.48,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2008,22.16,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2009,22.24,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2010,22.70,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2011,23.01,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2012,23.03,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2013,24.49,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2014,25.92,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2015,27.38,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2016,28.20,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2017,29.41,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2018,29.52,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2019,31.58,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2020,32.09,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2021,32.96,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2022,34.90,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2023,35.84,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2024,35.79,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América Latina y el Caribe,2025,36.38,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2000,15.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2001,15.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2002,15.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2003,20.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2004,20.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2005,20.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2006,20.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2007,20.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2008,12.20,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2009,12.20,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2010,12.20,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2011,12.20,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2012,12.20,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2013,13.16,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2014,13.16,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2015,13.16,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2016,13.16,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2017,13.16,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2018,12.82,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2019,12.82,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2020,12.82,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2021,12.82,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2022,17.95,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2023,17.95,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2024,17.95,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Bahamas,2025,17.95,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2000,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2001,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2002,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2003,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2004,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2005,0.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2006,0.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2007,0.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2008,6.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2009,6.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2010,6.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2011,6.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2012,6.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2013,6.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2014,6.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2015,6.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2016,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2017,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2018,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2019,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2020,20.00,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2021,25.00,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2022,25.00,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2023,31.25,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2024,31.25,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Saint Kitts y Nevis,2025,31.25,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2000,12.53,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2001,12.10,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2002,13.54,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2003,14.58,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2004,14.90,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2005,15.77,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2006,16.93,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2007,17.68,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2008,18.50,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2009,18.68,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2010,19.20,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2011,19.31,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2012,18.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2013,18.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2014,19.64,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2015,22.25,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2016,22.72,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2017,24.49,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2018,24.79,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2019,26.11,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2020,26.52,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2021,26.29,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2022,29.12,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2023,30.96,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2024,31.22,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,América del Sur,2025,31.83,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2000,10.71,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2001,10.71,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2002,10.71,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2003,10.71,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2004,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2005,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2006,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2007,13.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2008,10.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2009,10.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2010,10.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2011,10.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2012,10.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2013,10.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2014,16.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2015,16.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2016,16.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2017,16.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2018,16.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2019,20.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2020,20.00,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2021,20.00,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2022,20.00,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2023,26.67,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2024,26.67,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Barbados,2025,26.67,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2000,9.68,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2001,9.68,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2002,20.65,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2003,20.65,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2004,20.65,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2005,20.65,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2006,20.65,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2007,18.48,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2008,18.48,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2009,18.48,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2010,20.65,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2011,20.65,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2012,40.22,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2013,40.22,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2014,40.22,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2015,39.13,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2016,41.30,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2017,45.65,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2018,45.65,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2019,44.57,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Nicaragua,2020,47.25,Porcentaje,9824,5018
