Pais,Sexo,Anios,CantidadPoblacion
Islas Vírgenes de los Estados Unidos,Hombres,2081,31.4
Islas Vírgenes de los Estados Unidos,Hombres,2082,31.4
Islas Vírgenes de los Estados Unidos,Hombres,2083,31.4
Islas Vírgenes de los Estados Unidos,Hombres,2084,31.3
Islas Vírgenes de los Estados Unidos,Hombres,2085,31.3
Islas Vírgenes de los Estados Unidos,Hombres,2086,31.2
Islas Vírgenes de los Estados Unidos,Hombres,2087,31.2
Islas Vírgenes de los Estados Unidos,Hombres,2088,31.1
Islas Vírgenes de los Estados Unidos,Hombres,2089,31.1
Islas Vírgenes de los Estados Unidos,Hombres,2090,31
Islas Vírgenes de los Estados Unidos,Hombres,2091,31
Islas Vírgenes de los Estados Unidos,Hombres,2092,30.9
Islas Vírgenes de los Estados Unidos,Hombres,2093,30.8
Islas Vírgenes de los Estados Unidos,Hombres,2094,30.7
Islas Vírgenes de los Estados Unidos,Hombres,2095,30.7
Islas Vírgenes de los Estados Unidos,Hombres,2096,30.6
Islas Vírgenes de los Estados Unidos,Hombres,2097,30.5
Islas Vírgenes de los Estados Unidos,Hombres,2098,30.4
Islas Vírgenes de los Estados Unidos,Hombres,2099,30.3
Islas Vírgenes de los Estados Unidos,Hombres,2100,30.2
Islas Vírgenes de los Estados Unidos,Mujeres,2000,56.8
Islas Vírgenes de los Estados Unidos,Mujeres,2001,56.8
Islas Vírgenes de los Estados Unidos,Mujeres,2002,56.7
Islas Vírgenes de los Estados Unidos,Mujeres,2003,56.5
Islas Vírgenes de los Estados Unidos,Mujeres,2004,56.3
Islas Vírgenes de los Estados Unidos,Mujeres,2005,56.2
Islas Vírgenes de los Estados Unidos,Mujeres,2006,56.1
Islas Vírgenes de los Estados Unidos,Mujeres,2007,55.9
Islas Vírgenes de los Estados Unidos,Mujeres,2008,55.8
Islas Vírgenes de los Estados Unidos,Mujeres,2009,55.7
Islas Vírgenes de los Estados Unidos,Mujeres,2010,55.5
Islas Vírgenes de los Estados Unidos,Mujeres,2011,55
Islas Vírgenes de los Estados Unidos,Mujeres,2012,54.4
Islas Vírgenes de los Estados Unidos,Mujeres,2013,53.7
Islas Vírgenes de los Estados Unidos,Mujeres,2014,53.1
Islas Vírgenes de los Estados Unidos,Mujeres,2015,52.1
Islas Vírgenes de los Estados Unidos,Mujeres,2016,50.8
Islas Vírgenes de los Estados Unidos,Mujeres,2017,49.3
Islas Vírgenes de los Estados Unidos,Mujeres,2018,47.7
Islas Vírgenes de los Estados Unidos,Mujeres,2019,46.1
Islas Vírgenes de los Estados Unidos,Mujeres,2020,45.2
Islas Vírgenes de los Estados Unidos,Mujeres,2021,45.2
Islas Vírgenes de los Estados Unidos,Mujeres,2022,45
Islas Vírgenes de los Estados Unidos,Mujeres,2023,44.7
Islas Vírgenes de los Estados Unidos,Mujeres,2024,44.5
Islas Vírgenes de los Estados Unidos,Mujeres,2025,44.2
Islas Vírgenes de los Estados Unidos,Mujeres,2026,44
Islas Vírgenes de los Estados Unidos,Mujeres,2027,43.7
Islas Vírgenes de los Estados Unidos,Mujeres,2028,43.5
Islas Vírgenes de los Estados Unidos,Mujeres,2029,43.2
Islas Vírgenes de los Estados Unidos,Mujeres,2030,43
Islas Vírgenes de los Estados Unidos,Mujeres,2031,42.8
Islas Vírgenes de los Estados Unidos,Mujeres,2032,42.6
Islas Vírgenes de los Estados Unidos,Mujeres,2033,42.3
Islas Vírgenes de los Estados Unidos,Mujeres,2034,42.1
Islas Vírgenes de los Estados Unidos,Mujeres,2035,41.9
Islas Vírgenes de los Estados Unidos,Mujeres,2036,41.6
Islas Vírgenes de los Estados Unidos,Mujeres,2037,41.3
Islas Vírgenes de los Estados Unidos,Mujeres,2038,41.1
Islas Vírgenes de los Estados Unidos,Mujeres,2039,40.8
Islas Vírgenes de los Estados Unidos,Mujeres,2040,40.6
Islas Vírgenes de los Estados Unidos,Mujeres,2041,40.3
Islas Vírgenes de los Estados Unidos,Mujeres,2042,40
Islas Vírgenes de los Estados Unidos,Mujeres,2043,39.8
Islas Vírgenes de los Estados Unidos,Mujeres,2044,39.5
Islas Vírgenes de los Estados Unidos,Mujeres,2045,39.2
Islas Vírgenes de los Estados Unidos,Mujeres,2046,39
Islas Vírgenes de los Estados Unidos,Mujeres,2047,38.7
Islas Vírgenes de los Estados Unidos,Mujeres,2048,38.5
Islas Vírgenes de los Estados Unidos,Mujeres,2049,38.2
Islas Vírgenes de los Estados Unidos,Mujeres,2050,38
Islas Vírgenes de los Estados Unidos,Mujeres,2051,37.7
Islas Vírgenes de los Estados Unidos,Mujeres,2052,37.5
Islas Vírgenes de los Estados Unidos,Mujeres,2053,37.3
Islas Vírgenes de los Estados Unidos,Mujeres,2054,37
Islas Vírgenes de los Estados Unidos,Mujeres,2055,36.8
Islas Vírgenes de los Estados Unidos,Mujeres,2056,36.6
Islas Vírgenes de los Estados Unidos,Mujeres,2057,36.4
Islas Vírgenes de los Estados Unidos,Mujeres,2058,36.1
Islas Vírgenes de los Estados Unidos,Mujeres,2059,35.9
Islas Vírgenes de los Estados Unidos,Mujeres,2060,35.8
Islas Vírgenes de los Estados Unidos,Mujeres,2061,35.6
Islas Vírgenes de los Estados Unidos,Mujeres,2062,35.4
Islas Vírgenes de los Estados Unidos,Mujeres,2063,35.3
Islas Vírgenes de los Estados Unidos,Mujeres,2064,35.1
Islas Vírgenes de los Estados Unidos,Mujeres,2065,34.9
Islas Vírgenes de los Estados Unidos,Mujeres,2066,34.8
Islas Vírgenes de los Estados Unidos,Mujeres,2067,34.7
Islas Vírgenes de los Estados Unidos,Mujeres,2068,34.5
Islas Vírgenes de los Estados Unidos,Mujeres,2069,34.4
Islas Vírgenes de los Estados Unidos,Mujeres,2070,34.3
Islas Vírgenes de los Estados Unidos,Mujeres,2071,34.2
Islas Vírgenes de los Estados Unidos,Mujeres,2072,34.1
Islas Vírgenes de los Estados Unidos,Mujeres,2073,34
Islas Vírgenes de los Estados Unidos,Mujeres,2074,33.9
Islas Vírgenes de los Estados Unidos,Mujeres,2075,33.8
Islas Vírgenes de los Estados Unidos,Mujeres,2076,33.7
Islas Vírgenes de los Estados Unidos,Mujeres,2077,33.6
Islas Vírgenes de los Estados Unidos,Mujeres,2078,33.5
Islas Vírgenes de los Estados Unidos,Mujeres,2079,33.4
Islas Vírgenes de los Estados Unidos,Mujeres,2080,33.3
Islas Vírgenes de los Estados Unidos,Mujeres,2081,33.3
Islas Vírgenes de los Estados Unidos,Mujeres,2082,33.2
Islas Vírgenes de los Estados Unidos,Mujeres,2083,33.1
Islas Vírgenes de los Estados Unidos,Mujeres,2084,33
Islas Vírgenes de los Estados Unidos,Mujeres,2085,32.9
Islas Vírgenes de los Estados Unidos,Mujeres,2086,32.9
Islas Vírgenes de los Estados Unidos,Mujeres,2087,32.8
Islas Vírgenes de los Estados Unidos,Mujeres,2088,32.7
Islas Vírgenes de los Estados Unidos,Mujeres,2089,32.7
Islas Vírgenes de los Estados Unidos,Mujeres,2090,32.6
Islas Vírgenes de los Estados Unidos,Mujeres,2091,32.5
Islas Vírgenes de los Estados Unidos,Mujeres,2092,32.4
Islas Vírgenes de los Estados Unidos,Mujeres,2093,32.4
Islas Vírgenes de los Estados Unidos,Mujeres,2094,32.3
Islas Vírgenes de los Estados Unidos,Mujeres,2095,32.2
Islas Vírgenes de los Estados Unidos,Mujeres,2096,32.1
Islas Vírgenes de los Estados Unidos,Mujeres,2097,32
Islas Vírgenes de los Estados Unidos,Mujeres,2098,31.9
Islas Vírgenes de los Estados Unidos,Mujeres,2099,31.8
Islas Vírgenes de los Estados Unidos,Mujeres,2100,31.8
Jamaica,Hombres,2000,1291.9
Jamaica,Hombres,2001,1300.7
Jamaica,Hombres,2002,1309.2
Jamaica,Hombres,2003,1317.5
Jamaica,Hombres,2004,1325.6
Jamaica,Hombres,2005,1333.1
Jamaica,Hombres,2006,1340
Jamaica,Hombres,2007,1346.2
Jamaica,Hombres,2008,1352
Jamaica,Hombres,2009,1357.4
Jamaica,Hombres,2010,1363
Jamaica,Hombres,2011,1368.9
Jamaica,Hombres,2012,1374.8
Jamaica,Hombres,2013,1380.4
Jamaica,Hombres,2014,1385.3
Jamaica,Hombres,2015,1389.6
Jamaica,Hombres,2016,1393.2
Jamaica,Hombres,2017,1395.9
Jamaica,Hombres,2018,1397.6
Jamaica,Hombres,2019,1398.8
Jamaica,Hombres,2020,1401.9
Jamaica,Hombres,2021,1404.8
Jamaica,Hombres,2022,1405
Jamaica,Hombres,2023,1404.7
Jamaica,Hombres,2024,1404
Jamaica,Hombres,2025,1402.5
Jamaica,Hombres,2026,1400.3
Jamaica,Hombres,2027,1397.5
Jamaica,Hombres,2028,1394.3
Jamaica,Hombres,2029,1390.7
Jamaica,Hombres,2030,1386.6
Jamaica,Hombres,2031,1382
Jamaica,Hombres,2032,1376.9
Jamaica,Hombres,2033,1371.2
Jamaica,Hombres,2034,1365
Jamaica,Hombres,2035,1358.2
Jamaica,Hombres,2036,1351
Jamaica,Hombres,2037,1343.1
Jamaica,Hombres,2038,1334.7
Jamaica,Hombres,2039,1326
Jamaica,Hombres,2040,1316.8
Jamaica,Hombres,2041,1307.3
Jamaica,Hombres,2042,1297.3
Jamaica,Hombres,2043,1286.8
Jamaica,Hombres,2044,1275.8
Jamaica,Hombres,2045,1264.6
Jamaica,Hombres,2046,1253
Jamaica,Hombres,2047,1241.1
Jamaica,Hombres,2048,1229
Jamaica,Hombres,2049,1216.6
Jamaica,Hombres,2050,1203.9
Jamaica,Hombres,2051,1191.2
Jamaica,Hombres,2052,1178.1
Jamaica,Hombres,2053,1164.8
Jamaica,Hombres,2054,1151
Jamaica,Hombres,2055,1136.9
Jamaica,Hombres,2056,1122.6
Jamaica,Hombres,2057,1108.1
Jamaica,Hombres,2058,1093.5
Jamaica,Hombres,2059,1078.7
Jamaica,Hombres,2060,1063.7
Jamaica,Hombres,2061,1048.5
Jamaica,Hombres,2062,1033.2
Jamaica,Hombres,2063,1017.8
Jamaica,Hombres,2064,1002.3
Jamaica,Hombres,2065,986.6
Jamaica,Hombres,2066,970.9
Jamaica,Hombres,2067,955.3
Jamaica,Hombres,2068,939.6
Jamaica,Hombres,2069,923.8
Jamaica,Hombres,2070,908
Jamaica,Hombres,2071,892.1
Jamaica,Hombres,2072,876.3
Jamaica,Hombres,2073,860.5
Jamaica,Hombres,2074,844.8
Jamaica,Hombres,2075,829.3
Jamaica,Hombres,2076,814
Jamaica,Hombres,2077,798.8
Jamaica,Hombres,2078,783.8
Jamaica,Hombres,2079,769
Jamaica,Hombres,2080,754.4
Jamaica,Hombres,2081,740
Jamaica,Hombres,2082,726
Jamaica,Hombres,2083,712.3
Jamaica,Hombres,2084,698.8
Jamaica,Hombres,2085,685.5
Jamaica,Hombres,2086,672.5
Jamaica,Hombres,2087,659.8
Jamaica,Hombres,2088,647.5
Jamaica,Hombres,2089,635.4
Jamaica,Hombres,2090,623.7
Jamaica,Hombres,2091,612.2
Jamaica,Hombres,2092,601.1
Jamaica,Hombres,2093,590.3
Jamaica,Hombres,2094,579.8
Jamaica,Hombres,2095,569.6
Jamaica,Hombres,2096,559.7
Jamaica,Hombres,2097,550
Jamaica,Hombres,2098,540.6
Jamaica,Hombres,2099,531.3
Jamaica,Hombres,2100,522.3
Jamaica,Mujeres,2000,1315.9
Jamaica,Mujeres,2001,1323.7
Jamaica,Mujeres,2002,1331.4
Jamaica,Mujeres,2003,1339.1
Jamaica,Mujeres,2004,1346.7
Jamaica,Mujeres,2005,1354
Jamaica,Mujeres,2006,1361
Jamaica,Mujeres,2007,1367.6
Jamaica,Mujeres,2008,1373.7
Jamaica,Mujeres,2009,1379.6
Jamaica,Mujeres,2010,1385.5
Jamaica,Mujeres,2011,1391.6
Jamaica,Mujeres,2012,1397.7
Jamaica,Mujeres,2013,1403.3
Jamaica,Mujeres,2014,1408.4
Jamaica,Mujeres,2015,1412.9
Jamaica,Mujeres,2016,1416.7
Jamaica,Mujeres,2017,1419.9
Jamaica,Mujeres,2018,1422.4
Jamaica,Mujeres,2019,1424.5
Jamaica,Mujeres,2020,1428.8
Jamaica,Mujeres,2021,1432.9
Jamaica,Mujeres,2022,1434.2
Jamaica,Mujeres,2023,1435
Jamaica,Mujeres,2024,1435.2
Jamaica,Mujeres,2025,1434.5
Jamaica,Mujeres,2026,1433.1
Jamaica,Mujeres,2027,1431
Jamaica,Mujeres,2028,1428.6
Jamaica,Mujeres,2029,1425.7
Jamaica,Mujeres,2030,1422.4
Jamaica,Mujeres,2031,1418.6
Jamaica,Mujeres,2032,1414.2
Jamaica,Mujeres,2033,1409.3
Jamaica,Mujeres,2034,1403.7
Jamaica,Mujeres,2035,1397.7
Jamaica,Mujeres,2036,1391.1
Jamaica,Mujeres,2037,1383.8
Jamaica,Mujeres,2038,1376.1
Jamaica,Mujeres,2039,1367.9
Jamaica,Mujeres,2040,1359.3
Jamaica,Mujeres,2041,1350.3
Jamaica,Mujeres,2042,1340.8
Jamaica,Mujeres,2043,1330.8
Jamaica,Mujeres,2044,1320.3
Jamaica,Mujeres,2045,1309.5
Jamaica,Mujeres,2046,1298.4
Jamaica,Mujeres,2047,1286.9
Jamaica,Mujeres,2048,1275.2
Jamaica,Mujeres,2049,1263.2
Jamaica,Mujeres,2050,1251
Jamaica,Mujeres,2051,1238.7
Jamaica,Mujeres,2052,1226.2
Jamaica,Mujeres,2053,1213.3
Jamaica,Mujeres,2054,1200.1
Jamaica,Mujeres,2055,1186.5
Jamaica,Mujeres,2056,1172.7
Jamaica,Mujeres,2057,1158.8
Jamaica,Mujeres,2058,1144.8
Jamaica,Mujeres,2059,1130.5
Jamaica,Mujeres,2060,1116
Jamaica,Mujeres,2061,1101.4
Jamaica,Mujeres,2062,1086.7
Jamaica,Mujeres,2063,1071.8
Jamaica,Mujeres,2064,1056.8
Jamaica,Mujeres,2065,1041.5
Jamaica,Mujeres,2066,1026.1
Jamaica,Mujeres,2067,1010.8
Jamaica,Mujeres,2068,995.3
Jamaica,Mujeres,2069,979.7
Jamaica,Mujeres,2070,963.9
Jamaica,Mujeres,2071,948
Jamaica,Mujeres,2072,931.9
Jamaica,Mujeres,2073,915.8
Jamaica,Mujeres,2074,899.7
Jamaica,Mujeres,2075,883.6
Jamaica,Mujeres,2076,867.6
Jamaica,Mujeres,2077,851.6
Jamaica,Mujeres,2078,835.8
Jamaica,Mujeres,2079,820
Jamaica,Mujeres,2080,804.2
Jamaica,Mujeres,2081,788.7
Jamaica,Mujeres,2082,773.3
Jamaica,Mujeres,2083,758.3
Jamaica,Mujeres,2084,743.4
Jamaica,Mujeres,2085,728.7
Jamaica,Mujeres,2086,714.2
Jamaica,Mujeres,2087,700
Jamaica,Mujeres,2088,686.1
Jamaica,Mujeres,2089,672.6
Jamaica,Mujeres,2090,659.3
Jamaica,Mujeres,2091,646.3
Jamaica,Mujeres,2092,633.7
Jamaica,Mujeres,2093,621.4
Jamaica,Mujeres,2094,609.5
Jamaica,Mujeres,2095,597.9
Jamaica,Mujeres,2096,586.7
Jamaica,Mujeres,2097,575.7
Jamaica,Mujeres,2098,565
Jamaica,Mujeres,2099,554.6
Jamaica,Mujeres,2100,544.4
Martinica,Hombres,2000,202
Martinica,Hombres,2001,199.1
Martinica,Hombres,2002,196
Martinica,Hombres,2003,193.2
Martinica,Hombres,2004,190.8
Martinica,Hombres,2005,188.5
Martinica,Hombres,2006,187.2
Martinica,Hombres,2007,187
Martinica,Hombres,2008,186.5
Martinica,Hombres,2009,185.5
Martinica,Hombres,2010,184.2
Martinica,Hombres,2011,182.7
Martinica,Hombres,2012,181.3
Martinica,Hombres,2013,180.4
Martinica,Hombres,2014,179.4
Martinica,Hombres,2015,177.8
Martinica,Hombres,2016,175.3
Martinica,Hombres,2017,171.5
Martinica,Hombres,2018,167.5
Martinica,Hombres,2019,164.8
Martinica,Hombres,2020,163
Martinica,Hombres,2021,161.2
Martinica,Hombres,2022,159.1
Martinica,Hombres,2023,157.2
Martinica,Hombres,2024,155.7
Martinica,Hombres,2025,154.3
Martinica,Hombres,2026,153
Martinica,Hombres,2027,151.6
Martinica,Hombres,2028,150.4
Martinica,Hombres,2029,149.1
Martinica,Hombres,2030,147.9
Martinica,Hombres,2031,146.7
Martinica,Hombres,2032,145.6
Martinica,Hombres,2033,144.4
Martinica,Hombres,2034,143.4
Martinica,Hombres,2035,142.3
Martinica,Hombres,2036,141.2
Martinica,Hombres,2037,140.2
Martinica,Hombres,2038,139.2
Martinica,Hombres,2039,138.3
Martinica,Hombres,2040,137.3
Martinica,Hombres,2041,136.3
Martinica,Hombres,2042,135.3
Martinica,Hombres,2043,134.3
Martinica,Hombres,2044,133.3
Martinica,Hombres,2045,132.3
Martinica,Hombres,2046,131.3
Martinica,Hombres,2047,130.2
Martinica,Hombres,2048,129.2
Martinica,Hombres,2049,128.1
Martinica,Hombres,2050,127
Martinica,Hombres,2051,125.9
Martinica,Hombres,2052,124.8
Martinica,Hombres,2053,123.8
Martinica,Hombres,2054,122.7
Martinica,Hombres,2055,121.7
Martinica,Hombres,2056,120.7
Martinica,Hombres,2057,119.7
Martinica,Hombres,2058,118.8
Martinica,Hombres,2059,117.9
Martinica,Hombres,2060,117.1
Martinica,Hombres,2061,116.3
Martinica,Hombres,2062,115.5
Martinica,Hombres,2063,114.8
Martinica,Hombres,2064,114.1
Martinica,Hombres,2065,113.5
Martinica,Hombres,2066,112.9
Martinica,Hombres,2067,112.3
Martinica,Hombres,2068,111.9
Martinica,Hombres,2069,111.4
Martinica,Hombres,2070,111
Martinica,Hombres,2071,110.7
Martinica,Hombres,2072,110.4
Martinica,Hombres,2073,110.1
Martinica,Hombres,2074,109.8
Martinica,Hombres,2075,109.6
Martinica,Hombres,2076,109.4
Martinica,Hombres,2077,109.2
Martinica,Hombres,2078,109
Martinica,Hombres,2079,108.8
Martinica,Hombres,2080,108.7
Martinica,Hombres,2081,108.5
Martinica,Hombres,2082,108.3
Martinica,Hombres,2083,108.1
Martinica,Hombres,2084,107.9
Martinica,Hombres,2085,107.7
Martinica,Hombres,2086,107.4
Martinica,Hombres,2087,107.2
Martinica,Hombres,2088,106.9
Martinica,Hombres,2089,106.7
Martinica,Hombres,2090,106.4
Martinica,Hombres,2091,106.1
Martinica,Hombres,2092,105.7
Martinica,Hombres,2093,105.4
Martinica,Hombres,2094,105
Martinica,Hombres,2095,104.6
Martinica,Hombres,2096,104.2
Martinica,Hombres,2097,103.8
Martinica,Hombres,2098,103.4
Martinica,Hombres,2099,102.9
Martinica,Hombres,2100,102.5
Martinica,Mujeres,2000,219.4
Martinica,Mujeres,2001,218
Martinica,Mujeres,2002,216.4
Martinica,Mujeres,2003,215.2
Martinica,Mujeres,2004,214.2
Martinica,Mujeres,2005,213.4
Martinica,Mujeres,2006,213.2
Martinica,Mujeres,2007,213.8
Martinica,Mujeres,2008,214.2
Martinica,Mujeres,2009,214
Martinica,Mujeres,2010,213.2
Martinica,Mujeres,2011,211.9
Martinica,Mujeres,2012,210.4
Martinica,Mujeres,2013,209
Martinica,Mujeres,2014,207.6
Martinica,Mujeres,2015,205.9
Martinica,Mujeres,2016,203.6
Martinica,Mujeres,2017,200
Martinica,Mujeres,2018,196.6
Martinica,Mujeres,2019,194.8
Martinica,Mujeres,2020,193.6
Martinica,Mujeres,2021,192.1
Martinica,Mujeres,2022,190.4
Martinica,Mujeres,2023,188.8
Martinica,Mujeres,2024,187.5
Martinica,Mujeres,2025,186.1
Martinica,Mujeres,2026,184.7
Martinica,Mujeres,2027,183.4
Martinica,Mujeres,2028,182.2
Martinica,Mujeres,2029,181
Martinica,Mujeres,2030,179.7
Martinica,Mujeres,2031,178.6
Martinica,Mujeres,2032,177.4
Martinica,Mujeres,2033,176.3
Martinica,Mujeres,2034,175.2
Martinica,Mujeres,2035,174.1
Martinica,Mujeres,2036,173
Martinica,Mujeres,2037,171.9
Martinica,Mujeres,2038,170.8
Martinica,Mujeres,2039,169.7
Martinica,Mujeres,2040,168.6
Martinica,Mujeres,2041,167.4
Martinica,Mujeres,2042,166.2
Martinica,Mujeres,2043,165
Martinica,Mujeres,2044,163.7
Martinica,Mujeres,2045,162.4
Martinica,Mujeres,2046,161
Martinica,Mujeres,2047,159.6
Martinica,Mujeres,2048,158.2
Martinica,Mujeres,2049,156.6
Martinica,Mujeres,2050,155.1
Martinica,Mujeres,2051,153.5
Martinica,Mujeres,2052,151.8
Martinica,Mujeres,2053,150.2
Martinica,Mujeres,2054,148.5
Martinica,Mujeres,2055,146.8
Martinica,Mujeres,2056,145.2
Martinica,Mujeres,2057,143.5
Martinica,Mujeres,2058,141.8
Martinica,Mujeres,2059,140.2
Martinica,Mujeres,2060,138.6
Martinica,Mujeres,2061,137
Martinica,Mujeres,2062,135.5
Martinica,Mujeres,2063,133.9
Martinica,Mujeres,2064,132.5
Martinica,Mujeres,2065,131.1
Martinica,Mujeres,2066,129.7
Martinica,Mujeres,2067,128.5
Martinica,Mujeres,2068,127.2
Martinica,Mujeres,2069,126.1
Martinica,Mujeres,2070,125
Martinica,Mujeres,2071,124
Martinica,Mujeres,2072,123
Martinica,Mujeres,2073,122.1
Martinica,Mujeres,2074,121.3
Martinica,Mujeres,2075,120.5
Martinica,Mujeres,2076,119.7
Martinica,Mujeres,2077,119
Martinica,Mujeres,2078,118.3
Martinica,Mujeres,2079,117.7
Martinica,Mujeres,2080,117
Martinica,Mujeres,2081,116.4
Martinica,Mujeres,2082,115.8
Martinica,Mujeres,2083,115.3
Martinica,Mujeres,2084,114.7
Martinica,Mujeres,2085,114.2
Martinica,Mujeres,2086,113.7
Martinica,Mujeres,2087,113.1
Martinica,Mujeres,2088,112.7
Martinica,Mujeres,2089,112.2
Martinica,Mujeres,2090,111.7
Martinica,Mujeres,2091,111.2
Martinica,Mujeres,2092,110.8
Martinica,Mujeres,2093,110.3
Martinica,Mujeres,2094,109.9
Martinica,Mujeres,2095,109.5
Martinica,Mujeres,2096,109.1
Martinica,Mujeres,2097,108.6
Martinica,Mujeres,2098,108.2
Martinica,Mujeres,2099,107.8
Martinica,Mujeres,2100,107.3
México,Hombres,2000,48159.8
México,Hombres,2001,48864.4
México,Hombres,2002,49573
México,Hombres,2003,50272.3
México,Hombres,2004,50965.2
México,Hombres,2005,51659.7
México,Hombres,2006,52368.1
México,Hombres,2007,53118.8
México,Hombres,2008,53911
México,Hombres,2009,54714.7
México,Hombres,2010,55513.2
México,Hombres,2011,56305.1
México,Hombres,2012,57066.3
México,Hombres,2013,57796.3
México,Hombres,2014,58476.3
México,Hombres,2015,59066
México,Hombres,2016,59593.1
México,Hombres,2017,60107.3
México,Hombres,2018,60641
México,Hombres,2019,61184.5
México,Hombres,2020,61635.5
México,Hombres,2021,61979.8
México,Hombres,2022,62401.7
México,Hombres,2023,62926.1
México,Hombres,2024,63459.6
México,Hombres,2025,63982.8
México,Hombres,2026,64488.4
México,Hombres,2027,64978.8
México,Hombres,2028,65454.8
México,Hombres,2029,65916.8
México,Hombres,2030,66365
México,Hombres,2031,66799.9
México,Hombres,2032,67222
México,Hombres,2033,67631.3
México,Hombres,2034,68025.6
México,Hombres,2035,68405.4
México,Hombres,2036,68771.1
México,Hombres,2037,69123.1
México,Hombres,2038,69461.9
México,Hombres,2039,69783.8
México,Hombres,2040,70089.4
México,Hombres,2041,70380.6
México,Hombres,2042,70656.7
México,Hombres,2043,70916.1
México,Hombres,2044,71160.1
México,Hombres,2045,71388.7
México,Hombres,2046,71600.5
México,Hombres,2047,71795.4
México,Hombres,2048,71975.5
México,Hombres,2049,72139.7
México,Hombres,2050,72287.6
México,Hombres,2051,72421.4
México,Hombres,2052,72540.9
México,Hombres,2053,72646.4
México,Hombres,2054,72737.8
México,Hombres,2055,72816.1
México,Hombres,2056,72881.4
México,Hombres,2057,72934.6
México,Hombres,2058,72977
México,Hombres,2059,73007.6
México,Hombres,2060,73024.5
México,Hombres,2061,73029
México,Hombres,2062,73022.1
México,Hombres,2063,73003.4
México,Hombres,2064,72972.4
México,Hombres,2065,72928.6
México,Hombres,2066,72872.6
México,Hombres,2067,72805.4
México,Hombres,2068,72726.6
México,Hombres,2069,72635.5
México,Hombres,2070,72531.4
México,Hombres,2071,72416
México,Hombres,2072,72289.1
México,Hombres,2073,72148.8
México,Hombres,2074,71996
México,Hombres,2075,71831.3
México,Hombres,2076,71655.3
México,Hombres,2077,71467.5
México,Hombres,2078,71268
México,Hombres,2079,71056.7
México,Hombres,2080,70833.9
México,Hombres,2081,70599.7
México,Hombres,2082,70356.7
México,Hombres,2083,70104.1
México,Hombres,2084,69840.2
México,Hombres,2085,69565.6
México,Hombres,2086,69281.5
México,Hombres,2087,68990.3
México,Hombres,2088,68692.6
México,Hombres,2089,68386.9
México,Hombres,2090,68073.5
México,Hombres,2091,67753
México,Hombres,2092,67426.7
México,Hombres,2093,67093.9
México,Hombres,2094,66753.6
México,Hombres,2095,66408.3
México,Hombres,2096,66059.2
México,Hombres,2097,65706.5
México,Hombres,2098,65351
México,Hombres,2099,64993.2
México,Hombres,2100,64633.2
México,Mujeres,2000,50465.7
México,Mujeres,2001,51234.7
México,Mujeres,2002,51975.6
México,Mujeres,2003,52706.2
México,Mujeres,2004,53429
México,Mujeres,2005,54151.8
México,Mujeres,2006,54885.6
México,Mujeres,2007,55655.6
México,Mujeres,2008,56463.3
México,Mujeres,2009,57285
México,Mujeres,2010,58110.7
México,Mujeres,2011,58938.4
México,Mujeres,2012,59751.9
México,Mujeres,2013,60547.3
México,Mujeres,2014,61307.9
México,Mujeres,2015,62006.3
México,Mujeres,2016,62658.2
México,Mujeres,2017,63292.7
México,Mujeres,2018,63932.7
México,Mujeres,2019,64578.5
México,Mujeres,2020,65163.6
México,Mujeres,2021,65668.4
México,Mujeres,2022,66211.4
México,Mujeres,2023,66813.6
México,Mujeres,2024,67401.4
México,Mujeres,2025,67964.1
México,Mujeres,2026,68509.3
México,Mujeres,2027,69039
México,Mujeres,2028,69553.9
México,Mujeres,2029,70054.1
México,Mujeres,2030,70539.7
México,Mujeres,2031,71011.1
México,Mujeres,2032,71468.2
México,Mujeres,2033,71910.8
México,Mujeres,2034,72336.4
México,Mujeres,2035,72745.5
México,Mujeres,2036,73138.1
México,Mujeres,2037,73514.4
México,Mujeres,2038,73874.4
México,Mujeres,2039,74214.5
México,Mujeres,2040,74534.9
México,Mujeres,2041,74837.2
México,Mujeres,2042,75120.8
México,Mujeres,2043,75383.9
México,Mujeres,2044,75627.6
México,Mujeres,2045,75851.4
México,Mujeres,2046,76053.7
México,Mujeres,2047,76234.8
México,Mujeres,2048,76396.7
México,Mujeres,2049,76538.2
México,Mujeres,2050,76658.7
México,Mujeres,2051,76760.4
México,Mujeres,2052,76842.8
México,Mujeres,2053,76906.4
México,Mujeres,2054,76951.2
México,Mujeres,2055,76978.5
México,Mujeres,2056,76988.3
México,Mujeres,2057,76981.8
México,Mujeres,2058,76960.3
México,Mujeres,2059,76923
México,Mujeres,2060,76868.8
México,Mujeres,2061,76798.9
México,Mujeres,2062,76714.9
México,Mujeres,2063,76616
México,Mujeres,2064,76502.3
México,Mujeres,2065,76373.9
México,Mujeres,2066,76231.4
México,Mujeres,2067,76076.3
México,Mujeres,2068,75908.3
México,Mujeres,2069,75726.8
México,Mujeres,2070,75531.8
México,Mujeres,2071,75325.1
México,Mujeres,2072,75107
México,Mujeres,2073,74876.2
México,Mujeres,2074,74633.6
México,Mujeres,2075,74380.4
México,Mujeres,2076,74117.4
México,Mujeres,2077,73844.4
México,Mujeres,2078,73561
México,Mujeres,2079,73267.5
México,Mujeres,2080,72964.5
México,Mujeres,2081,72652.1
México,Mujeres,2082,72332.7
México,Mujeres,2083,72005.8
México,Mujeres,2084,71670.4
